claim_id,estimate_id,estimate_date,estimate_source,third_party_id,estimate_type,estimate_amount,building_amount,contents_amount,other_structures_amount,loss_of_use_amount,estimate_status,estimate_description
CLM00532,EST0001446,2026-01-24,Roofer,TP00033,Roofer Estimate,148100,106707,16081,3723,21589,Partially Accepted,Estimate submitted by involved roofer.
CLM00533,EST0001447,2025-11-21,Carrier,,Initial,15300,12821,702,780,997,Final,Initial carrier estimate following inspection and scope review.
CLM00534,EST0001448,2025-06-17,Carrier,,Initial,35700,29779,1681,688,3552,Superseded,Initial carrier estimate following inspection and scope review.
CLM00534,EST0001449,2025-06-28,Roofer,TP00029,Roofer Estimate,39200,32088,1344,762,5006,Partially Accepted,Estimate submitted by involved roofer.
CLM00534,EST0001450,2025-08-07,Roofer,,Revised,47400,34521,2902,2868,7109,Under Review,Updated estimate following reinspection and documentation review.
CLM00534,EST0001451,2025-09-25,Carrier,,Supplement,56500,47776,2762,1083,4879,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00535,EST0001452,2024-10-31,Carrier,,Initial,33300,24694,3539,2008,3059,Superseded,Initial carrier estimate following inspection and scope review.
CLM00535,EST0001453,2024-10-26,Roofer,TP00027,Roofer Estimate,39600,29472,2920,1786,5422,Partially Accepted,Estimate submitted by involved roofer.
CLM00536,EST0001454,2025-04-03,Carrier,,Initial,24000,18509,2223,275,2993,Final,Initial carrier estimate following inspection and scope review.
CLM00536,EST0001455,2025-04-08,Roofer,TP00037,Roofer Estimate,23800,21307,1217,1561,0,Under Review,Estimate submitted by involved roofer.
CLM00537,EST0001456,2023-10-09,Carrier,,Initial,15000,12725,526,88,1661,Final,Initial carrier estimate following inspection and scope review.
CLM00537,EST0001457,2023-10-24,Roofer,TP00031,Roofer Estimate,15000,12995,1415,907,0,Under Review,Estimate submitted by involved roofer.
CLM00538,EST0001458,2025-04-07,Carrier,,Initial,12200,9957,1194,820,229,Superseded,Initial carrier estimate following inspection and scope review.
CLM00538,EST0001459,2025-04-08,Roofer,TP00036,Roofer Estimate,14800,12107,1220,87,1386,Partially Accepted,Estimate submitted by involved roofer.
CLM00538,EST0001460,2025-04-13,Public Adjuster,TP00066,Public Adjuster Estimate,18800,16082,857,1164,697,Accepted,Estimate package submitted by public adjuster.
CLM00538,EST0001461,2025-05-31,General Contractor,TP00036,Revised,20500,17273,1973,1303,0,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00539,EST0001462,2024-03-03,Carrier,,Initial,13900,10597,899,624,1780,Final,Initial carrier estimate following inspection and scope review.
CLM00539,EST0001463,2024-03-13,Roofer,TP00030,Roofer Estimate,17200,13957,616,1009,1618,Under Review,Estimate submitted by involved roofer.
CLM00540,EST0001464,2025-05-11,Carrier,,Initial,82900,65827,8187,5192,3694,Final,Initial carrier estimate following inspection and scope review.
CLM00540,EST0001465,2025-05-22,Roofer,TP00032,Roofer Estimate,86600,62993,8367,1038,14202,Under Review,Estimate submitted by involved roofer.
CLM00541,EST0001466,2025-11-23,Carrier,,Initial,12500,10800,1063,40,597,Superseded,Initial carrier estimate following inspection and scope review.
CLM00541,EST0001467,2025-12-07,Roofer,TP00026,Roofer Estimate,20400,16244,1813,1026,1317,Partially Accepted,Estimate submitted by involved roofer.
CLM00541,EST0001468,2025-12-27,Roofer,TP00026,Supplement,21600,17115,2441,968,1076,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00542,EST0001469,2022-10-05,Carrier,,Initial,39800,34644,3117,2504,0,Final,Initial carrier estimate following inspection and scope review.
CLM00542,EST0001470,2022-10-14,Plumber,TP00039,Plumber Estimate,36500,28170,2174,990,5166,Under Review,Estimate submitted by involved plumber.
CLM00543,EST0001471,2024-10-25,Carrier,,Initial,22000,18609,646,1605,1140,Superseded,Initial carrier estimate following inspection and scope review.
CLM00543,EST0001472,2024-10-24,Roofer,TP00034,Roofer Estimate,28300,23890,3358,519,533,Partially Accepted,Estimate submitted by involved roofer.
CLM00543,EST0001473,2025-01-12,Carrier,TP00034,Supplement,33800,25288,3249,752,4511,Under Review,Updated estimate following reinspection and documentation review.
CLM00543,EST0001474,2024-12-06,Carrier,,Supplement,36400,28134,2088,437,5741,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00544,EST0001475,2025-04-29,Carrier,,Initial,98700,86434,4408,2087,5771,Superseded,Initial carrier estimate following inspection and scope review.
CLM00544,EST0001476,2025-04-30,Electrician,TP00091,Electrician Estimate,98200,77635,3159,103,17303,Partially Accepted,Estimate submitted by involved electrician.
CLM00544,EST0001477,2025-05-08,Public Adjuster,TP00065,Public Adjuster Estimate,127600,102496,6937,1539,16628,Under Review,Estimate package submitted by public adjuster.
CLM00545,EST0001478,2022-03-01,Carrier,,Initial,27000,20822,2887,1640,1651,Final,Initial carrier estimate following inspection and scope review.
CLM00545,EST0001479,2022-03-09,General Contractor,TP00054,General Contractor Estimate,30100,21979,1640,1440,5041,Under Review,Estimate submitted by involved general contractor.
CLM00545,EST0001480,2022-03-23,Public Adjuster,TP00069,Public Adjuster Estimate,33600,24542,3645,1135,4278,Partially Accepted,Estimate package submitted by public adjuster.
CLM00546,EST0001481,2022-09-15,Carrier,,Initial,8000,6577,655,214,554,Superseded,Initial carrier estimate following inspection and scope review.
CLM00546,EST0001482,2022-10-07,Plumber,TP00046,Plumber Estimate,8100,6426,231,195,1248,Partially Accepted,Estimate submitted by involved plumber.
CLM00546,EST0001483,2022-11-28,Plumber,TP00046,Supplement,9600,7577,498,454,1071,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00547,EST0001484,2024-10-20,Carrier,,Initial,9300,7783,856,724,0,Final,Initial carrier estimate following inspection and scope review.
CLM00547,EST0001485,2024-10-31,Roofer,TP00028,Roofer Estimate,13000,9760,1091,117,2032,Under Review,Estimate submitted by involved roofer.
CLM00548,EST0001486,2022-12-28,Carrier,,Initial,40100,30405,1465,1768,6462,Final,Initial carrier estimate following inspection and scope review.
CLM00548,EST0001487,2022-12-26,Roofer,TP00029,Roofer Estimate,43100,31150,2268,618,9064,Under Review,Estimate submitted by involved roofer.
CLM00549,EST0001488,2025-09-29,Carrier,,Initial,38600,31203,2876,1189,3332,Superseded,Initial carrier estimate following inspection and scope review.
CLM00549,EST0001489,2025-10-16,Plumber,TP00042,Plumber Estimate,50700,38004,1071,134,11491,Partially Accepted,Estimate submitted by involved plumber.
CLM00549,EST0001490,2025-11-07,Carrier,,Revised,56100,44386,3270,1018,7426,Under Review,Revised estimate created following scope reconciliation.
CLM00549,EST0001491,2025-12-07,General Contractor,,Revised,69000,61821,8103,19,0,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00550,EST0001492,2022-10-16,Carrier,,Initial,52400,43350,5704,211,3135,Final,Initial carrier estimate following inspection and scope review.
CLM00550,EST0001493,2022-10-14,Roofer,TP00028,Roofer Estimate,47900,38189,4401,455,4855,Under Review,Estimate submitted by involved roofer.
CLM00550,EST0001494,2022-10-14,Public Adjuster,TP00065,Public Adjuster Estimate,88200,72890,7729,60,7521,Partially Accepted,Estimate package submitted by public adjuster.
CLM00551,EST0001495,2023-03-11,Carrier,,Initial,24500,20220,2741,934,605,Superseded,Initial carrier estimate following inspection and scope review.
CLM00551,EST0001496,2023-03-15,Plumber,TP00046,Plumber Estimate,28800,23531,3239,2190,0,Partially Accepted,Estimate submitted by involved plumber.
CLM00551,EST0001497,2023-03-24,Public Adjuster,TP00066,Public Adjuster Estimate,39500,34144,817,1993,2546,Under Review,Estimate package submitted by public adjuster.
CLM00551,EST0001498,2023-04-30,Plumber,,Revised,40600,29448,4548,1558,5046,Under Review,Revised estimate created following scope reconciliation.
CLM00551,EST0001499,2023-05-19,Carrier,TP00046,Revised,42700,31935,4036,3089,3640,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00552,EST0001500,2023-01-16,Carrier,,Initial,11000,9209,889,690,212,Final,Initial carrier estimate following inspection and scope review.
CLM00552,EST0001501,2023-01-16,General Contractor,TP00053,General Contractor Estimate,11200,9900,816,241,243,Under Review,Estimate submitted by involved general contractor.
CLM00553,EST0001502,2023-06-04,Carrier,,Initial,6600,5264,389,359,588,Final,Initial carrier estimate following inspection and scope review.
CLM00553,EST0001503,2023-06-23,General Contractor,TP00057,General Contractor Estimate,7200,5233,457,175,1335,Under Review,Estimate submitted by involved general contractor.
CLM00554,EST0001504,2024-10-26,Carrier,,Initial,36800,30502,3261,859,2178,Superseded,Initial carrier estimate following inspection and scope review.
CLM00554,EST0001505,2024-11-01,Roofer,TP00035,Roofer Estimate,33200,27638,2054,2403,1105,Partially Accepted,Estimate submitted by involved roofer.
CLM00554,EST0001506,2024-11-16,Public Adjuster,TP00064,Public Adjuster Estimate,55100,40288,6218,1172,7422,Partially Accepted,Estimate package submitted by public adjuster.
CLM00555,EST0001507,2024-05-05,Carrier,,Initial,5200,4368,150,321,361,Final,Initial carrier estimate following inspection and scope review.
CLM00556,EST0001508,2023-12-17,Carrier,,Initial,29900,21654,1161,2141,4944,Final,Initial carrier estimate following inspection and scope review.
CLM00556,EST0001509,2023-12-30,Roofer,TP00027,Roofer Estimate,28800,23115,1250,1519,2916,Under Review,Estimate submitted by involved roofer.
CLM00557,EST0001510,2025-04-21,Carrier,,Initial,11400,9811,1108,678,0,Final,Initial carrier estimate following inspection and scope review.
CLM00557,EST0001511,2025-05-01,Plumber,TP00040,Plumber Estimate,11700,8563,1049,476,1612,Under Review,Estimate submitted by involved plumber.
CLM00558,EST0001512,2024-02-23,Carrier,,Initial,15400,13046,1624,1154,0,Superseded,Initial carrier estimate following inspection and scope review.
CLM00558,EST0001513,2024-03-17,General Contractor,TP00051,General Contractor Estimate,36100,26911,3734,1615,3840,Partially Accepted,Estimate submitted by involved general contractor.
CLM00558,EST0001514,2024-04-06,General Contractor,,Supplement,41600,33429,985,2703,4483,Under Review,Updated estimate following reinspection and documentation review.
CLM00558,EST0001515,2024-03-27,General Contractor,TP00051,Supplement,51600,42525,4727,640,3708,Under Review,Supplemental estimate received with additional repair line items.
CLM00558,EST0001516,2024-05-11,Carrier,,Supplement,59400,52038,3975,4612,0,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00559,EST0001517,2024-10-30,Carrier,,Initial,14100,11505,339,515,1741,Final,Initial carrier estimate following inspection and scope review.
CLM00559,EST0001518,2024-11-10,Roofer,TP00026,Roofer Estimate,17300,15561,1795,1354,0,Under Review,Estimate submitted by involved roofer.
CLM00560,EST0001519,2025-04-07,Carrier,,Initial,42400,32203,4616,3335,2246,Final,Initial carrier estimate following inspection and scope review.
CLM00561,EST0001520,2022-01-24,Carrier,,Initial,22200,19673,1890,853,0,Superseded,Initial carrier estimate following inspection and scope review.
CLM00561,EST0001521,2022-02-07,Plumber,TP00043,Plumber Estimate,27500,19871,3227,1050,3352,Partially Accepted,Estimate submitted by involved plumber.
CLM00562,EST0001522,2022-06-11,Carrier,,Initial,39000,28895,832,2382,6891,Final,Initial carrier estimate following inspection and scope review.
CLM00562,EST0001523,2022-06-27,Plumber,TP00041,Plumber Estimate,39300,33471,4395,599,835,Under Review,Estimate submitted by involved plumber.
CLM00562,EST0001524,2022-07-07,Public Adjuster,TP00071,Public Adjuster Estimate,48500,43332,3870,2517,0,Partially Accepted,Estimate package submitted by public adjuster.
CLM00563,EST0001525,2023-01-06,Carrier,,Initial,109400,86021,10392,6327,6660,Final,Initial carrier estimate following inspection and scope review.
CLM00564,EST0001526,2024-07-27,Carrier,,Initial,10600,8306,273,824,1197,Superseded,Initial carrier estimate following inspection and scope review.
CLM00564,EST0001527,2024-08-02,General Contractor,TP00051,General Contractor Estimate,10400,8302,630,372,1096,Partially Accepted,Estimate submitted by involved general contractor.
CLM00564,EST0001528,2024-07-28,Public Adjuster,TP00071,Public Adjuster Estimate,16700,13497,1557,874,772,Under Review,Estimate package submitted by public adjuster.
CLM00564,EST0001529,2024-09-14,General Contractor,TP00051,Revised,19800,15949,1101,464,2286,Under Review,Updated estimate following reinspection and documentation review.
CLM00564,EST0001530,2024-10-14,Carrier,,Supplement,24600,18029,2124,593,3854,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00565,EST0001531,2024-03-10,Carrier,,Initial,6000,5205,342,395,58,Superseded,Initial carrier estimate following inspection and scope review.
CLM00565,EST0001532,2024-03-26,Plumber,TP00046,Plumber Estimate,6000,4386,625,359,630,Partially Accepted,Estimate submitted by involved plumber.
CLM00566,EST0001533,2025-07-25,Carrier,,Initial,30500,22503,2492,1568,3937,Superseded,Initial carrier estimate following inspection and scope review.
CLM00566,EST0001534,2025-08-03,Plumber,TP00046,Plumber Estimate,54400,40323,5354,3343,5380,Partially Accepted,Estimate submitted by involved plumber.
CLM00566,EST0001535,2025-10-04,Carrier,TP00046,Revised,64600,51179,6809,249,6363,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00567,EST0001536,2024-10-26,Carrier,,Initial,77500,62924,4663,5619,4294,Final,Initial carrier estimate following inspection and scope review.
CLM00567,EST0001537,2024-10-24,Roofer,TP00031,Roofer Estimate,72900,53122,6462,2024,11292,Under Review,Estimate submitted by involved roofer.
CLM00567,EST0001538,2024-10-30,Public Adjuster,TP00070,Public Adjuster Estimate,135000,121067,11243,3001,0,Partially Accepted,Estimate package submitted by public adjuster.
CLM00568,EST0001539,2024-10-12,Carrier,,Initial,49600,36376,1979,738,10507,Final,Initial carrier estimate following inspection and scope review.
CLM00568,EST0001540,2024-10-12,Roofer,TP00029,Roofer Estimate,53600,39904,2693,3151,7852,Under Review,Estimate submitted by involved roofer.
CLM00568,EST0001541,2024-10-20,Public Adjuster,TP00070,Public Adjuster Estimate,72100,54595,5894,1665,9946,Under Review,Estimate package submitted by public adjuster.
