claim_id,note_id,note_date,record_type,note_type,author_role,event_type,correspondence_type,sender_type,sender_id,recipient_type,recipient_id,subject,related_third_party_id,note_text
CLM00579,NOTE00028145,2025-08-06 12:20:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00579,NOTE00028157,2025-08-15 10:40:00,Correspondence,Third Party,Claim Adjuster,,Email,Customer,,Claims Manager,,Claim status,,Third-party documentation received and added to the electronic claim file.
CLM00579,NOTE00028156,2025-08-16 10:15:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00579,NOTE00028154,2025-08-17 14:30:00,Correspondence,Customer Contact,Claim Adjuster,,Email,Claim Adjuster,,Customer,,Estimate review,,Customer provided an update regarding payment status and remaining items.
CLM00579,NOTE00028159,2025-08-18 09:10:00,Note,Payment,Claim Adjuster,,,,,,,,,Payment and reserve position reviewed against the current accepted estimate.
CLM00579,NOTE00028151,2025-08-19 10:00:00,Correspondence,Customer Contact,Claim Adjuster,,Email,Third Party,,Claim Adjuster,,Next steps,,Customer provided an update regarding payment status and remaining items.
CLM00579,NOTE00028147,2025-08-25 14:50:00,Correspondence,Third Party,Claim Adjuster,,Email,Claim Adjuster,,Claims Manager,,Claim status,,Third-party documentation received and added to the electronic claim file.
CLM00579,NOTE00028152,2025-08-28 12:15:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00579,NOTE00028140,2025-08-30 08:15:00,Note,Coverage,Senior Adjuster,,,,,,,,,Coverage review diary updated with outstanding documentation and causation items.
CLM00579,NOTE00028161,2025-08-30 13:05:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00579,NOTE00028155,2025-08-31 08:05:00,Note,Payment,Claim Adjuster,,,,,,,,,"Payment and resolution activity remain in progress based on the currently accepted scope, policy terms and outstanding settlement items."
CLM00580,NOTE00028163,2025-01-29 15:30:00,Event,Claim Handling,System,Claim Assigned,,,,,,,,Claim assigned to the property claims queue for initial triage and adjuster assignment.
CLM00580,NOTE00028162,2025-01-29 17:45:00,Event,Claim Handling,System,FNOL,,,,,,,,Claim opened following notice of theft damage at the insured property. Loss date recorded as 2025-01-21.
CLM00580,NOTE00028164,2025-01-30 11:20:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Claim Adjuster,,Customer,,Initial claim contact,,"Initial call with policyholder completed. Confirmed reported cause of loss and discussed photographs, repair documentation and inspection expectations."
CLM00580,NOTE00028165,2025-01-31 13:50:00,Correspondence,Document Request,Claim Adjuster,,Email,Claim Adjuster,,Customer,,Supporting claim documentation,,"Requested available photographs, invoices, repair proposals and any emergency-service documentation."
CLM00580,NOTE00028171,2025-02-02 15:15:00,Event,Third Party,System,Third Party Added,,,,,,,TP00053,General Contractor added to the claim: Bayfront Construction Services.
CLM00580,NOTE00028197,2025-02-04 09:30:00,Note,Manager Review,Claims Manager,,,,,,,,,"Escalated file reviewed for unresolved scope, communication and documentation issues."
CLM00580,NOTE00028166,2025-02-06 16:45:00,Event,Inspection,System,Inspection Scheduled,,,,,,,,Property inspection scheduled and inspection assignment confirmed.
CLM00580,NOTE00028172,2025-02-07 11:05:00,Event,Third Party,System,Public Adjuster Added,,,,,,,TP00066,Public Adjuster added to the claim: Sunrise Public Adjusters.
CLM00580,NOTE00028177,2025-02-07 14:10:00,Event,Third Party,System,Third Party Added,,,,,,,TP00077,Appraiser added to the claim: Coastal Property Appraisal.
CLM00580,NOTE00028169,2025-02-08 09:20:00,Event,Third Party,System,Third Party Added,,,,,,,TP00083,Inspector added to the claim: Coastal Inspection Services.
CLM00580,NOTE00028167,2025-02-08 14:40:00,Event,Inspection,System,Inspection Completed,,,,,,,,"Field inspection completed. Damage areas, condition of affected components and reported cause of loss were documented."
CLM00580,NOTE00028168,2025-02-09 17:10:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection file reviewed for completeness. Observed damage and reported mechanism of loss documented for desk review.
CLM00580,NOTE00028191,2025-02-10 09:50:00,Note,Coverage,Senior Adjuster,,,,,,,,,Coverage review diary updated with outstanding documentation and causation items.
CLM00580,NOTE00028178,2025-02-11 09:15:00,Event,Estimate,System,Estimate Created,,,,,,,,"Initial carrier estimate created for approximately $3,600. Current initial reserve is $8,300."
CLM00580,NOTE00028175,2025-02-12 14:20:00,Event,Third Party,System,Third Party Added,,,,,,,TP00060,Restoration Company added to the claim: Coastal Property Recovery.
CLM00580,NOTE00028199,2025-02-14 14:00:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00580,NOTE00028179,2025-02-14 17:20:00,Correspondence,Estimate,Claim Adjuster,,Email,Third Party,TP00049,Claim Adjuster,,Repair estimate,TP00049,Third-party general contractor estimate received and indexed. Adjuster reviewing differences against the carrier scope.
CLM00580,NOTE00028173,2025-02-19 09:20:00,Event,Third Party,System,Third Party Added,,,,,,,TP00080,Appraiser added to the claim: Atlantic Property Valuation.
CLM00580,NOTE00028176,2025-02-19 14:40:00,Event,Third Party,System,Third Party Added,,,,,,,TP00097,Mold Remediation added to the claim: Atlantic Mold Solutions.
CLM00580,NOTE00028190,2025-02-20 13:05:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00580,NOTE00028170,2025-02-21 17:10:00,Event,Third Party,System,Third Party Added,,,,,,,TP00049,General Contractor added to the claim: Coastal Build Group.
CLM00580,NOTE00028201,2025-02-23 16:00:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Third Party,,Claim Adjuster,,Estimate review,,Status contact completed with the insured and next steps reviewed.
CLM00580,NOTE00028174,2025-02-24 09:50:00,Event,Third Party,System,Third Party Added,,,,,,,TP00086,Emergency Services Provider added to the claim: Rapid Response Property Services.
CLM00580,NOTE00028180,2025-02-25 13:30:00,Correspondence,Estimate,Claim Adjuster,,Email,Public Adjuster,TP00066,Claim Adjuster,,Representation and estimate package,TP00066,Public adjuster submitted representation documentation and an estimate package for review.
CLM00580,NOTE00028196,2025-03-03 11:05:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00580,NOTE00028183,2025-03-03 12:50:00,Note,Payment,Claim Adjuster,,,,,,,,,Claim valuation reviewed and payment recommendation documented based on the accepted estimate.
CLM00580,NOTE00028182,2025-03-04 14:15:00,Note,Coverage,Senior Adjuster,,,,,,,,,"Policy provisions, inspection findings and submitted documentation reviewed. Outstanding items noted for follow-up."
CLM00580,NOTE00028181,2025-03-07 14:50:00,Event,Coverage,System,Coverage Review Started,,,,,,,,"Coverage and documentation review initiated based on inspection findings, reported cause of loss and submitted records."
CLM00580,NOTE00028202,2025-03-14 16:15:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00580,NOTE00028188,2025-03-18 13:15:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00580,NOTE00028184,2025-03-21 10:00:00,Correspondence,Customer Contact,Claim Adjuster,,Email,Claim Adjuster,,Customer,,Claim payment/status update,,"Provided settlement status update and reviewed current estimate, deductible and any remaining documentation."
CLM00580,NOTE00028192,2025-03-24 11:00:00,Correspondence,Customer Contact,Claim Adjuster,,Portal Message,Claim Adjuster,,Claim Adjuster,,Documentation follow-up,,Customer provided an update regarding payment status and remaining items.
CLM00580,NOTE00028189,2025-03-27 16:50:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00580,NOTE00028193,2025-03-31 11:50:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00580,NOTE00028200,2025-03-31 15:10:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00580,NOTE00028203,2025-04-01 14:45:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00580,NOTE00028198,2025-04-02 13:20:00,Note,Coverage,Senior Adjuster,,,,,,,,,Coverage review diary updated with outstanding documentation and causation items.
CLM00580,NOTE00028186,2025-04-03 09:45:00,Note,Estimate,Claim Adjuster,,,,,,,,,Scope differences remain unresolved after comparison of carrier and third-party estimates. File remains under active review.
CLM00580,NOTE00028185,2025-04-09 10:50:00,Event,Estimate,System,Supplement Received,,,,,,,,Supplemental estimate or additional scope documentation received for review.
CLM00580,NOTE00028194,2025-04-17 15:00:00,Note,Manager Review,Claims Manager,,,,,,,,,"Escalated file reviewed for unresolved scope, communication and documentation issues."
CLM00580,NOTE00028187,2025-04-20 17:40:00,Event,Inspection,System,Inspection Scheduled,,,,,,,,Reinspection or supplemental field review scheduled to address disputed scope items.
CLM00580,NOTE00028195,2025-04-25 16:05:00,Note,Estimate,Claims Manager,,,,,,,,,"Supplemental scope, reinspection and disputed valuation issues remain under active review. Additional reconciliation is required before final resolution."
CLM00581,NOTE00028205,2022-04-28 08:05:00,Event,Claim Handling,System,Claim Assigned,,,,,,,,Claim assigned to the property claims queue for initial triage and adjuster assignment.
CLM00581,NOTE00028204,2022-04-28 17:05:00,Event,Claim Handling,System,FNOL,,,,,,,,FNOL completed. Insured reports property damage attributed to hail with loss date 2022-04-19.
CLM00581,NOTE00028206,2022-04-29 08:20:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Claim Adjuster,,Customer,,Initial claim contact,,"Initial contact completed with the insured. Reported damage, inspection process, deductible and next steps were reviewed."
CLM00581,NOTE00028212,2022-04-29 14:50:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00581,NOTE00028207,2022-04-30 09:45:00,Correspondence,Document Request,Claim Adjuster,,Email,Claim Adjuster,,Customer,,Supporting claim documentation,,"Requested available photographs, invoices, repair proposals and any emergency-service documentation."
CLM00581,NOTE00028221,2022-05-02 17:20:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00581,NOTE00028220,2022-05-03 15:00:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00581,NOTE00028213,2022-05-04 12:20:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00581,NOTE00028223,2022-05-06 08:40:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00581,NOTE00028222,2022-05-06 11:45:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00581,NOTE00028215,2022-05-06 13:40:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00581,NOTE00028217,2022-05-06 16:20:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00581,NOTE00028219,2022-05-06 16:40:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00581,NOTE00028211,2022-05-07 09:05:00,Event,Third Party,System,Third Party Added,,,,,,,TP00096,HVAC Contractor added to the claim: Bayfront Air & Mechanical.
CLM00581,NOTE00028209,2022-05-07 11:30:00,Event,Third Party,System,Third Party Added,,,,,,,TP00031,Roofer added to the claim: Peninsula Roofing Group.
CLM00581,NOTE00028218,2022-05-07 12:15:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00581,NOTE00028216,2022-05-07 12:50:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00581,NOTE00028214,2022-05-07 14:00:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00581,NOTE00028208,2022-05-07 15:20:00,Event,Third Party,System,Third Party Added,,,,,,,TP00082,Inspector added to the claim: Peninsula Property Inspections.
CLM00581,NOTE00028210,2022-05-07 17:00:00,Note,Customer Contact,Claim Adjuster,,,,,,,,,Initial contact and documentation gathering remain active. Inspection and further claim development are the next expected handling steps.
CLM00582,NOTE00028224,2023-05-08 11:20:00,Event,Claim Handling,System,FNOL,,,,,,,,FNOL completed. Insured reports property damage attributed to wind with loss date 2023-05-06.
CLM00582,NOTE00028225,2023-05-08 15:00:00,Event,Claim Handling,System,Claim Assigned,,,,,,,,Claim assigned to the property claims queue for initial triage and adjuster assignment.
CLM00582,NOTE00028226,2023-05-09 14:50:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Claim Adjuster,,Customer,,Initial claim contact,,"Initial call with policyholder completed. Confirmed reported cause of loss and discussed photographs, repair documentation and inspection expectations."
CLM00582,NOTE00028253,2023-05-10 09:40:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00582,NOTE00028227,2023-05-10 11:15:00,Correspondence,Document Request,Claim Adjuster,,Email,Claim Adjuster,,Customer,,Supporting claim documentation,,Asked the insured to upload supporting photographs and any estimates or emergency repair documentation.
CLM00582,NOTE00028235,2023-05-11 14:00:00,Event,Third Party,System,Third Party Added,,,,,,,TP00025,Mitigation Company added to the claim: Atlantic Emergency Dryout.
CLM00582,NOTE00028243,2023-05-11 15:05:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00582,NOTE00028246,2023-05-12 09:15:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00582,NOTE00028256,2023-05-12 09:30:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
